,count,mean,std,min,25%,50%,75%,max,missing_values,missing_percentage,toc_pnwa_mean_1_3,toc_pnwa_min_1_3,toc_pnwa_max_1_3,toc_pnwa_max_min_1_3,toc_pnwa_mean_4_6,toc_pnwa_min_4_6,toc_pnwa_max_4_6,toc_pnwa_max_min_4_6,toc_pnwa_mean_7_9,toc_pnwa_min_7_9,toc_pnwa_max_7_9,toc_pnwa_max_min_7_9,toc_pnwa_mean_10_12,toc_pnwa_min_10_12,toc_pnwa_max_10_12,toc_pnwa_max_min_10_12,toc_pnwa_mean_13_15,toc_pnwa_min_13_15,toc_pnwa_max_13_15,toc_pnwa_max_min_13_15,toc_pnwa_mean_load_1_3,toc_pnwa_min_load_1_3,toc_pnwa_max_load_1_3,toc_pnwa_max_min_load_1_3,toc_pnwa_mean_load_4_6,toc_pnwa_min_load_4_6,toc_pnwa_max_load_4_6,toc_pnwa_max_min_load_4_6,toc_pnwa_mean_load_7_9,toc_pnwa_min_load_7_9,toc_pnwa_max_load_7_9,toc_pnwa_max_min_load_7_9,toc_pnwa_mean_load_10_12,toc_pnwa_min_load_10_12,toc_pnwa_max_load_10_12,toc_pnwa_max_min_load_10_12,toc_pnwa_mean_load_13_15,toc_pnwa_min_load_13_15,toc_pnwa_max_load_13_15,toc_pnwa_max_min_load_13_15,toc_wmth_mean_1_3,toc_wmth_min_1_3,toc_wmth_max_1_3,toc_wmth_max_min_1_3,toc_wmth_mean_4_6,toc_wmth_min_4_6,toc_wmth_max_4_6,toc_wmth_max_min_4_6,toc_wmth_mean_7_9,toc_wmth_min_7_9,toc_wmth_max_7_9,toc_wmth_max_min_7_9,toc_wmth_mean_10_12,toc_wmth_min_10_12,toc_wmth_max_10_12,toc_wmth_max_min_10_12,toc_wmth_mean_13_15,toc_wmth_min_13_15,toc_wmth_max_13_15,toc_wmth_max_min_13_15,toc_wmth_mean_load_1_3,toc_wmth_min_load_1_3,toc_wmth_max_load_1_3,toc_wmth_max_min_load_1_3,toc_wmth_mean_load_4_6,toc_wmth_min_load_4_6,toc_wmth_max_load_4_6,toc_wmth_max_min_load_4_6,toc_wmth_mean_load_7_9,toc_wmth_min_load_7_9,toc_wmth_max_load_7_9,toc_wmth_max_min_load_7_9,toc_wmth_mean_load_10_12,toc_wmth_min_load_10_12,toc_wmth_max_load_10_12,toc_wmth_max_min_load_10_12,toc_wmth_mean_load_13_15,toc_wmth_min_load_13_15,toc_wmth_max_load_13_15,toc_wmth_max_min_load_13_15,dschrg_pnwa_mean_1_3,dschrg_pnwa_min_1_3,dschrgpnwa_max_1_3,dschrgpnwa_max_min_1_3,dschrg_pnwa_mean_4_6,dschrg_pnwa_min_4_6,dschrgpnwa_max_4_6,dschrgpnwa_max_min_4_6,dschrg_pnwa_mean_7_9,dschrg_pnwa_min_7_9,dschrgpnwa_max_7_9,dschrgpnwa_max_min_7_9,dschrg_pnwa_mean_10_12,dschrg_pnwa_min_10_12,dschrgpnwa_max_10_12,dschrgpnwa_max_min_10_12,dschrg_pnwa_mean_13_15,dschrg_pnwa_min_13_15,dschrgpnwa_max_13_15,dschrgpnwa_max_min_13_15,dschrg_wmth_mean_1_3,dschrg_wmth_min_1_3,dschrgwmth_max_1_3,dschrgwmth_max_min_1_3,dschrg_wmth_mean_4_6,dschrg_wmth_min_4_6,dschrgwmth_max_4_6,dschrgwmth_max_min_4_6,dschrg_wmth_mean_7_9,dschrg_wmth_min_7_9,dschrgwmth_max_7_9,dschrgwmth_max_min_7_9,dschrg_wmth_mean_10_12,dschrg_wmth_min_10_12,dschrgwmth_max_10_12,dschrgwmth_max_min_10_12,dschrg_wmth_mean_13_15,dschrg_wmth_min_13_15,dschrgwmth_max_13_15,dschrgwmth_max_min_13_15
toc_pnwa_min_load_4_6,8315.0,13683.304305567746,13196.32555827679,10.1664757,2477.9304234,6470.320966900001,25585.125099999997,50666.9605,789,8.66652021089631,0.34580233690998274,0.31949086571919383,0.30029332245599266,0.1212953460953252,0.3702264265554218,0.37061784945144105,0.30400729722589326,0.08744861135739948,0.33790144478825646,0.31678692538187775,0.2894753984193656,0.11034088095634721,0.33715542372592816,0.3198620444534787,0.28577545842486224,0.10359627560389191,0.32635656005570846,0.3098636746133184,0.2766473492365459,0.10012179670957617,0.9906648182139699,0.9899474382662349,0.9847674019886946,0.06463179764350171,0.9965271791463319,1.0,0.986946247000347,0.01667595399454198,0.989436138926682,0.9899463157347572,0.9822349738481713,0.04922628127708519,0.9874206643053449,0.9884321880942551,0.9794919609554755,0.04106793315854744,0.9846561550957866,0.9858723486048394,0.976556742867741,0.03867633151862469,0.8590980628532652,0.866587048388149,0.850188052995899,0.26882987399167946,0.8674477229108611,0.8740570938117643,0.858981585023933,0.26900356905744305,0.87436114890781,0.8803891419316735,0.8669091900525667,0.2755827186627745,0.8796387645434589,0.8860932521741612,0.8714231602561248,0.25417208263816904,0.8801035682579669,0.8859607259962138,0.8722643670318597,0.25583736306049387,0.8825125038111287,0.8823875965296104,0.8824988089252525,0.46970886602201584,0.8825701821293293,0.8824349940945511,0.8826023980536211,0.47032404924204063,0.8829582881266264,0.8827856447639577,0.883061474962325,0.4739490903602686,0.8840140678946077,0.8840163332153886,0.8838753044277172,0.46254878951976164,0.8841601639746144,0.8841111664813848,0.8840513126617091,0.46410616862754883,0.9928785426320531,0.9922154397735086,0.9920063259883044,-0.28568904149950336,0.9956429932115828,0.9962389769373114,0.9938218796716659,-0.31565924653896416,0.9926458101043152,0.9924021521049466,0.9915012696535035,-0.2942615904504128,0.9904374045660184,0.9902114369325017,0.9891809755565724,-0.2954477987902913,0.9889045863211726,0.9886636998544669,0.98767913894612,-0.2938359320047065,0.8154567195762896,0.8155168715878699,0.8153751063310706,0.4273545164287834,0.8155761308937798,0.8156797545553575,0.8154435639285208,0.4217188195026789,0.8159109557708253,0.8160547354434643,0.8157419076603151,0.4177845503682916,0.8163346167962582,0.8164637093195634,0.8161713876913576,0.41821749709502903,0.8167003033008189,0.8168251565239073,0.816550760908212,0.41997841978112077
toc_pnwa_max_load_4_6,8315.0,14623.393448445377,13407.354489660745,1545.1722,3452.96885405,8449.750645200002,26405.922,53641.344,789,8.66652021089631,0.3989269686293286,0.3459865852158828,0.36033918251301245,0.17355053271714083,0.4431533525201627,0.3641895014328126,0.4136440702320006,0.22392581945955198,0.4019850093405707,0.3548902653778398,0.35679469490931787,0.16263838708569475,0.371411916559129,0.3378549795206112,0.323582741029556,0.13551642790486926,0.34772542337234824,0.3257813579870822,0.29782671153397117,0.11363124883367232,0.987552063881446,0.9822367837414765,0.9863094567065938,0.12129247025905719,0.9964980103209936,0.986946247000347,1.0,0.17748588507350774,0.988907611895727,0.9847651965889122,0.986307576126789,0.10615898655096408,0.9825538358178241,0.9805455241248745,0.9777201651389164,0.07824070295330987,0.9781338585179215,0.977782989128777,0.9717461643117431,0.05822939292158059,0.8452030696990208,0.85238087057446,0.8367154607875411,0.26880607667316075,0.8534949220298232,0.8599599402214618,0.8453248421530697,0.26650821089388443,0.8624869821614112,0.8681931647871013,0.8553587577395069,0.2760317326417184,0.8689928135434352,0.8738722246626013,0.862526223244789,0.2799255380172648,0.8703030618400064,0.8762588160681357,0.862450256245068,0.25057827790180864,0.8424342777899068,0.8422525377934104,0.8425104659656164,0.45258140359028953,0.8431269727158006,0.8430513270212296,0.8431241988380037,0.4469152927422296,0.8451395807138757,0.8449835071960233,0.8452436506588696,0.4535462769940888,0.8472050885624026,0.8469228794907514,0.8474032965691218,0.4602943383361318,0.8482301309026117,0.8482480641245408,0.8480515730370969,0.4413982207528632,0.9833528395373609,0.9822640852877876,0.9828900555990512,-0.27186167154328233,0.9865999486270702,0.9848026467131358,0.9872270044732858,-0.24865982650155172,0.9841028186593518,0.9834605552062868,0.9834403958962534,-0.28010524730957426,0.9816843361954478,0.9811305077790438,0.9808039026682733,-0.2835946128287885,0.9802356551913627,0.9796034474643222,0.9794293233790666,-0.2805818161574999,0.7758703901628912,0.7758140849965944,0.7759065464905961,0.4170699473923163,0.7761910331999986,0.7762191240846843,0.7761252674758433,0.4073312647801145,0.7768555297075305,0.7769296960875588,0.7767578559844701,0.40354181968906316,0.777814831450844,0.7778582749816559,0.7777424726183779,0.40592264479403095,0.778724307852526,0.7788106670653648,0.7786077589571466,0.40312830739956057
toc_pnwa_max_min_load_4_6,8315.0,940.0891428776308,2159.5548601848914,0.0,87.13489999999786,265.11794050000026,964.9654572499999,48066.3089,789,8.66652021089631,0.3637223653200908,0.19583381747758477,0.4022216442257015,0.33629232889894367,0.4889367039864111,-0.003693377785457439,0.7103748296213801,0.8558488278608875,0.4306371969171465,0.2673735834820762,0.4459825296496681,0.3352735606821995,0.24559226292903846,0.1429786509989866,0.2625937109083889,0.20821968595196597,0.16455037111859452,0.12910753316390408,0.15850934242645595,0.09363524053803045,0.077898781313268,0.049285633244589025,0.10621604271857732,0.3580797507355621,0.09719826654970307,0.01667595399454198,0.17748588507350774,1.0,0.09339514802000035,0.06457686319203383,0.12124036517124143,0.35806246957422894,0.06650860585698158,0.04786875836845659,0.08493759966525101,0.23468956763314905,0.05589236123504452,0.0462865829400542,0.06572217421094605,0.1251267361865898,0.20399271410681968,0.20504422512027587,0.20294116658501357,0.08036869719744351,0.2077007437857254,0.20913808419316102,0.2062838661360463,0.07140065043204469,0.21885251563755123,0.2194467635215082,0.2178354760880262,0.08495431024818861,0.2269474359051642,0.2229169494816813,0.231104265863201,0.1752696864600509,0.2321468301573333,0.23431415147754436,0.2296957430161256,0.05832629514801396,0.11088076580176,0.1106260638626635,0.11122036302993853,0.07508974359321079,0.11495653167097847,0.1151431279708351,0.11483267179572283,0.05214076327931916,0.12256210594584392,0.1225731127958264,0.12259664066437928,0.06539666838952973,0.1287306489250518,0.12764894770706803,0.1299705928338189,0.13205994575382507,0.1341199422143024,0.13435922124491453,0.13382180355405868,0.05578281931425325,0.03833148200770791,0.03562399591603889,0.040787569845394674,0.05779399020635813,0.041150226894147955,0.02635001980220168,0.05617145546510873,0.3851125789383703,0.04402076804098744,0.04152359489963413,0.046900441339032234,0.05907662532388931,0.04272737228930578,0.04067067105519941,0.04493752813776469,0.04460710268690736,0.04302589244744031,0.0405737519770097,0.04550695376867167,0.053485493077398194,0.06681798716486406,0.06639237849036311,0.06724286329463283,0.07468701896457694,0.06849655133875658,0.06823802898738315,0.06871426431504601,0.05806719065006847,0.07053625463145301,0.0703112050733506,0.07076120775506393,0.057906251266340636,0.07349905363678738,0.07320974445576027,0.07379894628744474,0.0657939552257463,0.07657135202038298,0.07645951960673611,0.07665574303620128,0.04949902045631514
toc_pnwa_mean_load_7_9,8313.0,14144.02786902137,13247.299770688407,1479.3229852666666,2981.1323583333337,7296.617299999999,26092.588733333327,52385.49793333333,791,8.688488576449913,0.361599020272387,0.3352647874250521,0.3113274489911513,0.122741401131009,0.37314125776914175,0.33331222270477445,0.3311812109562448,0.1480259462611667,0.4083026357755522,0.3664244661532757,0.35800892854505495,0.15543369688058878,0.36951502037520495,0.3354763357584315,0.3228415215741394,0.13640289737961608,0.35531732768492125,0.33034214025364855,0.3049681264296981,0.11878952203719022,0.988442589364355,0.9874223787955972,0.9825577032156824,0.06658998667791834,0.9924587721070027,0.989436138926682,0.988907611895727,0.09339514802000035,1.0,0.996526684820544,0.9964974584941382,0.09713902059899207,0.9924579660670899,0.9906621643511805,0.987549185688106,0.07783584119871653,0.9884396819644774,0.988004449359925,0.9819242903096705,0.058740563288008,0.8585358861266472,0.8650947968388325,0.8505315644390129,0.2853858923821887,0.8662033376195896,0.8731261994193309,0.8574939759693826,0.26335070603521044,0.8720100802727268,0.8783077705925851,0.8640539080835442,0.26741803787563184,0.878101227961846,0.8834314353526741,0.871224994552457,0.27613430846613085,0.8821993945944586,0.8877121011615727,0.8747930943119826,0.26383686696692077,0.8685846674162266,0.868217439360123,0.8688066844678224,0.4755646264464725,0.8684531036998783,0.8683662830699033,0.8684278971033939,0.4599520063759992,0.8689470916703957,0.8688513106033078,0.8689373373295035,0.4613174807744574,0.870569957000901,0.8704207053849913,0.8706470202338568,0.4656075320445106,0.8724154334631341,0.8722939809614054,0.8724028434421616,0.46259263902778214,0.9888646926232307,0.9882048425696776,0.9880073502399741,-0.2840976038944577,0.9915129322539145,0.9906498292166726,0.990840218585032,-0.28004708546947704,0.9945356556937229,0.9938280448680317,0.9938802157891439,-0.28246080277759905,0.9918799759768863,0.9914316774443882,0.9909841505282563,-0.28773341425294285,0.9895370702068239,0.9891450842562199,0.9884743544908153,-0.29003763375535324,0.8031482070209562,0.8031784238382887,0.8030959743434093,0.4235467697725004,0.8032713735295247,0.8032799541389561,0.8032312841308973,0.42374524853341106,0.8035328884406415,0.8036108504112821,0.8034240932643648,0.41698793996654965,0.8040595210308976,0.8041663616921372,0.8039214018488205,0.41387254687507674,0.8048264155050238,0.8049195070585995,0.8047060414461603,0.4164918557802043
toc_pnwa_min_load_7_9,8313.0,13685.88309538476,13196.86302896748,10.1664757,2478.7000737,6470.445218299999,25587.5774,50666.9605,791,8.688488576449913,0.34396047062045915,0.32559013579408747,0.2914699151542267,0.1061438578170231,0.34573383096918386,0.3194377199029924,0.30022324749936513,0.12124566181781068,0.3701602194710576,0.37056757898542403,0.3039375277927776,0.08739782968110173,0.337826458235199,0.31672590996747724,0.28940093622473556,0.11029236986821359,0.337119001307709,0.3198329772291351,0.2857385110424422,0.10357106553302614,0.9880073592604682,0.9884336953133689,0.9805499464880231,0.04795303815344165,0.9906636069964458,0.9899463157347572,0.9847651965889122,0.06457686319203383,0.996526684820544,1.0,0.9869443076431053,0.01661074756127858,0.9894351093710414,0.9899450140906717,0.9822329722568415,0.04921986594521216,0.9874197519243167,0.9884314115172252,0.9794904792718049,0.041031514735707326,0.8575763553204849,0.8647185044410942,0.8488491695216658,0.2728840561218727,0.86487127722485,0.8719035767906589,0.8560240174857147,0.2604663376594737,0.8707561239538824,0.8771799731080692,0.8625864694468449,0.2637459768416848,0.875309616759071,0.8808952293784323,0.8682211133902672,0.2706297109372726,0.8788210128081632,0.8851184111955418,0.870675042910423,0.24842435939745422,0.8817608631269178,0.8815072697283816,0.8818354342921089,0.475303755448193,0.881334008058569,0.8812854418931108,0.8812592166746,0.4643300029515128,0.8815601533099797,0.8814612279054532,0.8815347946166324,0.46763196669071255,0.8822301370185944,0.8821050598479873,0.8822836734907981,0.4704436899104307,0.8835543678057082,0.8835979791234592,0.8833838046057172,0.4595305962009015,0.9902466647760331,0.9897685112657768,0.9891981846633017,-0.2894547412109571,0.9928588768607374,0.9921988645817218,0.991984367224043,-0.28581736131981555,0.9956224351198923,0.996222192486282,0.993797547433271,-0.31575282030243623,0.9926258865741884,0.9923865667253295,0.9914775423616341,-0.29409112361606055,0.9904180041001935,0.9901975542396744,0.9891571915843174,-0.29520609782640916,0.8156090766925725,0.8156944950417443,0.8155008059879227,0.42505816121479806,0.8156951088723274,0.8157648143920031,0.8155959543866169,0.4248441443460112,0.8158741783726395,0.8159967437783251,0.8157315807777061,0.41994545072842326,0.8162609769816984,0.8164061170542033,0.8160858690828421,0.41688181801469437,0.8167610410187759,0.8169058654728423,0.816586712403792,0.41798832049867474
toc_pnwa_max_load_7_9,8313.0,14626.152018491903,13407.786550191826,1545.1722,3453.1539,8449.750645200002,26406.675,53641.344,791,8.688488576449913,0.37657390907406096,0.34270344754132964,0.32929263224015143,0.13874125832154552,0.39886231742761835,0.34593456539988987,0.3602735048397133,0.17350388886515253,0.4430937219233668,0.3641370657306343,0.41358479524309283,0.22388612079846282,0.40191515782438525,0.3548313598133686,0.3567254502248411,0.16259297030109848,0.37137536823533196,0.337825330064971,0.323545748960972,0.13549110756719257,0.9819293106939293,0.9794955561566435,0.977725120934408,0.08501560920148538,0.9875506420711789,0.9822349738481713,0.986307576126789,0.12124036517124143,0.9964974584941382,0.9869443076431053,1.0,0.1774335550932127,0.9889060683741839,0.984762615323693,0.9863057312844805,0.10615687933641813,0.9825526294118339,0.9805444519793758,0.9777184110520741,0.07820357308171158,0.8457305818540101,0.8517705208633957,0.8383769402966735,0.2899059995077473,0.8536747743953236,0.8602715561856019,0.8453098303085788,0.26358809258607696,0.8591050225920939,0.8652325893352527,0.8513604148345322,0.2650132409738961,0.8653869863369558,0.8705627026921,0.8587013953135962,0.2736802245628192,0.8698843349967059,0.8745042327995874,0.8635890019430792,0.2768911090411492,0.8419117604049511,0.8414812785564194,0.8422235030862766,0.4656972108489052,0.842068412506723,0.8419239728106782,0.8421021828414746,0.449236423595418,0.8427286843593924,0.8426433971561262,0.8427195593140815,0.44720044362273725,0.8448524622289919,0.8447172326226139,0.844928351448927,0.4516209187496668,0.8470968416229948,0.8468243101503415,0.8472831093245632,0.45894261659395624,0.9805309665809038,0.9796860410586348,0.9798640692438506,-0.2767238683956265,0.9833395028471243,0.9822540481082542,0.9828740567287265,-0.27199849471083093,0.986585454920012,0.98479190435902,0.9872087338902492,-0.24875311155230978,0.9840880629711267,0.983449008224192,0.983422436316603,-0.27991261534619366,0.9816705573403676,0.981120612345147,0.9807869107545728,-0.28331662352232023,0.7761885988078608,0.7761742888443969,0.776182339250198,0.41336658351607397,0.7763681098731561,0.7763198572763828,0.7763888629904947,0.41485458748190407,0.7767175330174405,0.7767491938868056,0.7766517320702911,0.40686474461612937,0.7774188945910566,0.7774893812126787,0.7773189425315237,0.4031955531978127,0.7784462335755531,0.7785040924651053,0.7783632507025254,0.40583587300120555
toc_pnwa_max_min_load_7_9,8313.0,940.2689231071455,2159.781473156557,0.0,87.16579999999999,265.11794050000026,965.1202944999995,48066.3089,791,8.688488576449913,0.23598001798880697,0.1379959575200662,0.26318173261752087,0.2126570509693836,0.36369511262302995,0.19580473662165312,0.4021971611979228,0.336275519852694,0.4889162830919152,-0.0037307156382900895,0.7103657247034341,0.8558459061065091,0.43061274456462223,0.2673447263196938,0.44596004402200956,0.3352578362466504,0.2455689512364097,0.14295692405279753,0.2625720951323488,0.20820668983851273,0.05876266429544918,0.04105524644690119,0.07822316589032362,0.23468435918951866,0.07784025718827033,0.04922628127708519,0.10615898655096408,0.35806246957422894,0.09713902059899207,0.01661074756127858,0.1774335550932127,1.0,0.09333351458144026,0.06451252683064176,0.12118114357172262,0.3580599087126976,0.0664709000130777,0.047831585587671394,0.08489968592215577,0.23467308205399065,0.20684282803580337,0.20467660802452625,0.20959334823267417,0.14638643026909776,0.21298614394979518,0.2133852109694028,0.21223026893053024,0.08926644367403086,0.21438673274060982,0.21515608243985773,0.2135946064105903,0.08345869963018006,0.2235425624251412,0.22363251871707662,0.22297615368735513,0.09271023486605535,0.2302022504713906,0.22564048224841388,0.23487395063070707,0.18438676785127783,0.10545504359462557,0.10469484509128994,0.1063960828126775,0.10285604668964185,0.1092701571351574,0.1088848457083329,0.10966800021007567,0.07920906858831145,0.11263938461891031,0.11266258494366704,0.11269452216980519,0.060395552288925985,0.11973518193517495,0.11965861918591428,0.1198373957671484,0.06812338074242093,0.12568060062603834,0.12447667887080684,0.12700293496861575,0.13609731034998154,0.03643347713219122,0.0341106335779362,0.03869911195209892,0.05073198611875339,0.03831453052414884,0.03560887627797618,0.0407679679688046,0.05773922868944236,0.041131146530866504,0.026332214647789627,0.05615099212217036,0.3850936344668553,0.04399599985212713,0.04149243741823982,0.04687887327018827,0.05924181867439966,0.04272519477953041,0.04065896214315222,0.04494216047974466,0.04486471307813867,0.06188316790214094,0.0615242577923084,0.06224484777245056,0.0660860060699293,0.06304948982122434,0.06261724542483832,0.06348148067769743,0.07291139361671939,0.06462580861987645,0.06431109882772637,0.06488143187714156,0.06025604698854473,0.06662258258320725,0.06637614665550753,0.06686305121625856,0.057476795968470565,0.06958073034128284,0.06928766831804199,0.06988269204104473,0.0640098675393903
toc_pnwa_mean_load_10_12,8310.0,14148.066831008964,13247.983312152583,1479.3229852666666,2982.6065944750003,7332.783870683334,26093.58980833333,52385.49793333333,794,8.721441124780316,0.34673436112645656,0.32626812127570476,0.29636855173449433,0.11150325926144877,0.3614958260534611,0.3351853387853787,0.3112210220680521,0.1226648995212288,0.37307348659308276,0.3332570363354423,0.33111242795150303,0.14797886659084905,0.4082008362078871,0.36633898096798917,0.3579077809050764,0.15536718909983152,0.36943971163190387,0.33541549334368215,0.322765375614151,0.1363507971496537,0.9847566605607025,0.9846583333751536,0.9781371059984084,0.05594646006105739,0.9884405189862269,0.9874206643053449,0.9825538358178241,0.06650860585698158,0.9924579660670899,0.9894351093710414,0.9889060683741839,0.09333351458144026,1.0,0.996525890898592,0.9964966919434357,0.09715876474842111,0.9924575420245041,0.9906622040974783,0.9875474888745441,0.07775675556244666,0.857958920237228,0.8648299595571372,0.8495726595365224,0.27874097848698215,0.8654675712293205,0.8715471187692382,0.8576249228990276,0.2785586670285283,0.8705468993324527,0.877281525531458,0.8621518360547503,0.2587910165051746,0.874069949491106,0.8799227988422726,0.8664797478331953,0.26297222258247854,0.8785410894023539,0.8836833974160196,0.8717810433543971,0.27166790566475135,0.869916464652406,0.8696236662915333,0.8700696296188677,0.4723102437809491,0.8694871691549798,0.8691802792406976,0.8696892745407199,0.4728101012338289,0.8694062593480837,0.8693350746671116,0.8693633326272845,0.45995868584891325,0.8701346632271979,0.8700782499528106,0.8700783682386477,0.45912335334803556,0.8719937837830325,0.8718568489816663,0.8720641227025699,0.4651047834577538,0.9870320362202799,0.9864182664401291,0.986173870248474,-0.28444466450780903,0.988850577821691,0.9881940844449053,0.9879904781703984,-0.28426344396287945,0.9914987417067013,0.9906395330732922,0.9908221080013265,-0.28014508433766483,0.9945201536985556,0.9938159044405419,0.9938616069949083,-0.28219975093899985,0.9918661642640705,0.9914227738897081,0.9909661827276742,-0.28754559370376276,0.803409327221452,0.8034564107950039,0.8033347388327985,0.4218737487102232,0.8035597629433523,0.8035877924324438,0.8035008779041698,0.42216349245352647,0.8036248416642116,0.8036288378133325,0.8035964285290086,0.4240747588518113,0.8038516053214904,0.8039107586056297,0.8037597436802925,0.41805857154104553,0.804371661927073,0.8044838964937522,0.8042348145772771,0.41460529631915155
toc_pnwa_min_load_10_12,8310.0,13689.933229454837,13197.523020748493,10.1664757,2481.361643025,6484.9591031,25601.97995,50666.9605,794,8.721441124780316,0.3366788584736395,0.31863415408006734,0.28609771478966334,0.10488856840184291,0.34385344993747063,0.3255087405701473,0.29135931250374975,0.10606448002751187,0.3456621769480401,0.31938051029534037,0.3001502974032276,0.12119581908717393,0.3700504475528403,0.37048241388952236,0.30382577268170824,0.087320932145236,0.3377476107226078,0.31666331795106595,0.28932119248242844,0.1102380972459751,0.9852487902918485,0.9858742699425603,0.9777858806739238,0.04633946354640022,0.9880051425537554,0.9884321880942551,0.9805455241248745,0.04786875836845659,0.9906621643511805,0.9899450140906717,0.984762615323693,0.06451252683064176,0.996525890898592,1.0,0.986941301137661,0.01662106802000358,0.9894340198968266,0.9899447039958151,0.9822302760839893,0.049138387095724594,0.8567144010182313,0.8638684960417148,0.8479873281855764,0.2723872076397629,0.8643372445913372,0.8709827321725649,0.8557602709960296,0.26614475671650667,0.8692586799952301,0.8761161660599948,0.8607150004034744,0.2557357830700255,0.872867008617809,0.8788693614871358,0.8650464523314931,0.25894621831358594,0.8758499796306574,0.881269313811882,0.8688423568153109,0.26570379213586376,0.881953414570931,0.8817251065726006,0.8820147962097437,0.4743468556617016,0.8814368852939058,0.8812406787737164,0.8814894346004132,0.4719470206968917,0.8811141390116818,0.8810856444886097,0.8810117921462688,0.46332904054403756,0.8815812153738611,0.8815302709799957,0.881505274504846,0.4644663912628925,0.8825033482373656,0.8824059533429552,0.8825342405306726,0.4684574705922814,0.9883497104583095,0.9879468140676754,0.9872787536400282,-0.2904638282656468,0.990233404481202,0.9897585363230686,0.9891822968938909,-0.28961827013169694,0.9928450439986554,0.9921889069023538,0.9919666144072671,-0.28591534827433324,0.9956072419807105,0.9962093978646701,0.993779757370465,-0.31548026577100524,0.9926129460981113,0.9923788215455998,0.9914601290816858,-0.29391375796596264,0.8153220233811265,0.815413588549686,0.8151984667903673,0.423911052895239,0.8154504853848078,0.8155364266323847,0.8153356377949572,0.4232683735733899,0.8154892925224979,0.8155567975438236,0.8153983613481086,0.42460197980326686,0.8156381229393885,0.8157454050548146,0.8155081086150905,0.42034834647495944,0.8160241979920518,0.8161769882188368,0.815848600999389,0.4171571339813757
toc_pnwa_max_load_10_12,8310.0,14630.18167521579,13408.524873128785,1545.1722,3453.423748875,8457.83961115,26409.341249999998,53641.344,794,8.721441124780316,0.35486036761781853,0.3315188865965942,0.30523170162933333,0.11821247751163029,0.3764745987520584,0.34262594573555155,0.32919060350619767,0.1386679471029028,0.39879764214045466,0.34588077356770536,0.3602081018894156,0.1734591374657091,0.4429996282277823,0.3640520392149943,0.41349474179532786,0.2238299721773731,0.40184507650425044,0.3547734574051614,0.3566545837437247,0.16254416332688365,0.977435505561317,0.976560031362067,0.9717505798832963,0.06577702980662783,0.9819257016947959,0.9794919609554755,0.9777201651389164,0.08493759966525101,0.987549185688106,0.9822329722568415,0.9863057312844805,0.12118114357172262,0.9964966919434357,0.986941301137661,1.0,0.17746208265327185,0.9889050531554168,0.9847616165946876,0.9863039122407259,0.10608214976722297,0.8449184273392375,0.8512667743975048,0.8371029503468963,0.2824256651215105,0.8521259724762225,0.857697372383809,0.8449343674821533,0.28289604777072014,0.8573917574870593,0.8638233697385057,0.8493151910413715,0.2584422447109818,0.8605535117662433,0.866250051519977,0.8531515924409235,0.26015795315821216,0.8652255478960291,0.8702110933091879,0.8586589035487802,0.2691074629950184,0.8440885848655179,0.8437183419280347,0.8443439039088952,0.4636252455669971,0.8437650025472255,0.8433987683502526,0.8440572843938483,0.46335751161044153,0.8439457208089499,0.8438223406651347,0.8439596833869855,0.44951301801562904,0.8448543507069138,0.8448090776141085,0.8447936179201991,0.4453552536216728,0.8472051552985929,0.8470760855131002,0.8472771377900469,0.45187590801031285,0.9787903373456587,0.977983093834402,0.9781468559901094,-0.2766607989935583,0.9805165478143293,0.9796749829282116,0.9798468313423508,-0.276889753154275,0.9833258858145605,0.9822443278060604,0.9828565165820626,-0.2720965869880206,0.9865699381335743,0.9847798395005956,0.9871899694701675,-0.2484897375571976,0.9840741110649016,0.983439239403738,0.9834049533744518,-0.27970697098955116,0.7767622043549272,0.7767695102174547,0.7767344644359883,0.41168322274393887,0.776937783859992,0.7769194301584166,0.7769257656012054,0.41230494693809,0.777049390413847,0.7769925622590007,0.7770847374776171,0.41569245533950333,0.7773604969113891,0.7773724305733314,0.7773122630748327,0.4082053565420039,0.7780497672375923,0.7781228718366575,0.7779534749233229,0.4043030248741968
