timestamp_ccentral,turbidity_wmth_mean_1_3,turbidity_wmth_min_1_3,turbidity_wmth_max_1_3,turbidity_wmth_max_min_1_3,turbidity_wmth_mean_4_6,turbidity_wmth_min_4_6,turbidity_wmth_max_4_6,turbidity_wmth_max_min_4_6,turbidity_wmth_mean_7_9,turbidity_wmth_min_7_9,turbidity_wmth_max_7_9,turbidity_wmth_max_min_7_9,turbidity_wmth_mean_10_12,turbidity_wmth_min_10_12,turbidity_wmth_max_10_12,turbidity_wmth_max_min_10_12,turbidity_wmth_mean_13_15,turbidity_wmth_min_13_15,turbidity_wmth_max_13_15,turbidity_wmth_max_min_13_15
2022-07-29 21:00:00-05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-29 22:00:00-05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-29 23:00:00-05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-30 00:00:00-05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-30 01:00:00-05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-30 02:00:00-05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-30 03:00:00-05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-30 04:00:00-05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-30 05:00:00-05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-30 06:00:00-05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-30 22:00:00-05:00,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-30 23:00:00-05:00,7.03,7.03,7.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-31 00:00:00-05:00,7.14114,7.03,7.25228,0.2222799999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-31 01:00:00-05:00,7.251763333333334,7.03,7.47301,0.4430100000000001,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-31 02:00:00-05:00,7.3944,7.25228,7.47301,0.22073000000000054,7.03,7.03,7.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-31 03:00:00-05:00,7.587440000000001,7.45791,7.8314,0.3734900000000003,7.14114,7.03,7.25228,0.2222799999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-31 04:00:00-05:00,7.55545,7.37704,7.8314,0.4543600000000003,7.251763333333334,7.03,7.47301,0.4430100000000001,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-31 05:00:00-05:00,7.392573333333334,6.96928,7.8314,0.86212,7.3944,7.25228,7.47301,0.22073000000000054,7.03,7.03,7.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-31 06:00:00-05:00,7.172529999999999,6.96928,7.37704,0.4077599999999997,7.587440000000001,7.45791,7.8314,0.3734900000000003,7.14114,7.03,7.25228,0.2222799999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-31 07:00:00-05:00,7.296613333333333,6.96928,7.74929,0.7800099999999999,7.55545,7.37704,7.8314,0.4543600000000003,7.251763333333334,7.03,7.47301,0.4430100000000001,,,,,0.0,0.0,0.0,0.0
2022-07-31 08:00:00-05:00,7.4967266666666665,7.17127,7.74929,0.5780200000000004,7.392573333333334,6.96928,7.8314,0.86212,7.3944,7.25228,7.47301,0.22073000000000054,7.03,7.03,7.03,0.0,0.0,0.0,0.0,0.0
2022-07-31 09:00:00-05:00,7.379283333333333,6.81894,7.74929,0.9303500000000007,7.172529999999999,6.96928,7.37704,0.4077599999999997,7.587440000000001,7.45791,7.8314,0.3734900000000003,7.14114,7.03,7.25228,0.2222799999999996,0.0,0.0,0.0,0.0
2022-07-31 10:00:00-05:00,7.046259999999999,6.75022,7.56962,0.8193999999999999,7.296613333333333,6.96928,7.74929,0.7800099999999999,7.55545,7.37704,7.8314,0.4543600000000003,7.251763333333334,7.03,7.47301,0.4430100000000001,,,,
2022-07-31 11:00:00-05:00,7.070599999999999,6.75022,7.64264,0.8924200000000004,7.4967266666666665,7.17127,7.74929,0.5780200000000004,7.392573333333334,6.96928,7.8314,0.86212,7.3944,7.25228,7.47301,0.22073000000000054,7.03,7.03,7.03,0.0
2022-07-31 12:00:00-05:00,7.2222566666666665,6.75022,7.64264,0.8924200000000004,7.379283333333333,6.81894,7.74929,0.9303500000000007,7.172529999999999,6.96928,7.37704,0.4077599999999997,7.587440000000001,7.45791,7.8314,0.3734900000000003,7.14114,7.03,7.25228,0.2222799999999996
2022-07-31 13:00:00-05:00,7.466640000000001,7.27391,7.64264,0.3687300000000002,7.046259999999999,6.75022,7.56962,0.8193999999999999,7.296613333333333,6.96928,7.74929,0.7800099999999999,7.55545,7.37704,7.8314,0.4543600000000003,7.251763333333334,7.03,7.47301,0.4430100000000001
2022-07-31 14:00:00-05:00,7.348816666666667,7.27391,7.48337,0.20945999999999998,7.070599999999999,6.75022,7.64264,0.8924200000000004,7.4967266666666665,7.17127,7.74929,0.5780200000000004,7.392573333333334,6.96928,7.8314,0.86212,7.3944,7.25228,7.47301,0.22073000000000054
2022-07-31 15:00:00-05:00,7.233023333333333,6.92653,7.48337,0.5568400000000002,7.2222566666666665,6.75022,7.64264,0.8924200000000004,7.379283333333333,6.81894,7.74929,0.9303500000000007,7.172529999999999,6.96928,7.37704,0.4077599999999997,7.587440000000001,7.45791,7.8314,0.3734900000000003
2022-07-31 16:00:00-05:00,7.004370000000001,6.79741,7.28917,0.4917600000000002,7.466640000000001,7.27391,7.64264,0.3687300000000002,7.046259999999999,6.75022,7.56962,0.8193999999999999,7.296613333333333,6.96928,7.74929,0.7800099999999999,7.55545,7.37704,7.8314,0.4543600000000003
2022-07-31 17:00:00-05:00,7.038063333333334,6.79741,7.39025,0.5928399999999998,7.348816666666667,7.27391,7.48337,0.20945999999999998,7.070599999999999,6.75022,7.64264,0.8924200000000004,7.4967266666666665,7.17127,7.74929,0.5780200000000004,7.392573333333334,6.96928,7.8314,0.86212
2022-07-31 18:00:00-05:00,7.02319,6.79741,7.39025,0.5928399999999998,7.233023333333333,6.92653,7.48337,0.5568400000000002,7.2222566666666665,6.75022,7.64264,0.8924200000000004,7.379283333333333,6.81894,7.74929,0.9303500000000007,7.172529999999999,6.96928,7.37704,0.4077599999999997
2022-07-31 19:00:00-05:00,7.058423333333334,6.88191,7.39025,0.5083399999999996,7.004370000000001,6.79741,7.28917,0.4917600000000002,7.466640000000001,7.27391,7.64264,0.3687300000000002,7.046259999999999,6.75022,7.56962,0.8193999999999999,7.296613333333333,6.96928,7.74929,0.7800099999999999
2022-07-31 20:00:00-05:00,6.873466666666666,6.83538,6.90311,0.06773000000000007,7.038063333333334,6.79741,7.39025,0.5928399999999998,7.348816666666667,7.27391,7.48337,0.20945999999999998,7.070599999999999,6.75022,7.64264,0.8924200000000004,7.4967266666666665,7.17127,7.74929,0.5780200000000004
2022-07-31 21:00:00-05:00,6.861903333333333,6.83538,6.90311,0.06773000000000007,7.02319,6.79741,7.39025,0.5928399999999998,7.233023333333333,6.92653,7.48337,0.5568400000000002,7.2222566666666665,6.75022,7.64264,0.8924200000000004,7.379283333333333,6.81894,7.74929,0.9303500000000007
2022-07-31 22:00:00-05:00,7.219923333333334,6.83538,7.97717,1.1417900000000003,7.058423333333334,6.88191,7.39025,0.5083399999999996,7.004370000000001,6.79741,7.28917,0.4917600000000002,7.466640000000001,7.27391,7.64264,0.3687300000000002,7.046259999999999,6.75022,7.56962,0.8193999999999999
2022-07-31 23:00:00-05:00,7.454546666666666,6.84722,7.97717,1.12995,6.873466666666666,6.83538,6.90311,0.06773000000000007,7.038063333333334,6.79741,7.39025,0.5928399999999998,7.348816666666667,7.27391,7.48337,0.20945999999999998,7.070599999999999,6.75022,7.64264,0.8924200000000004
2022-08-01 00:00:00-05:00,7.566253333333333,7.18234,7.97717,0.7948300000000001,6.861903333333333,6.83538,6.90311,0.06773000000000007,7.02319,6.79741,7.39025,0.5928399999999998,7.233023333333333,6.92653,7.48337,0.5568400000000002,7.2222566666666665,6.75022,7.64264,0.8924200000000004
2022-08-01 01:00:00-05:00,7.2921233333333335,7.15478,7.53925,0.3844700000000003,7.219923333333334,6.83538,7.97717,1.1417900000000003,7.058423333333334,6.88191,7.39025,0.5083399999999996,7.004370000000001,6.79741,7.28917,0.4917600000000002,7.466640000000001,7.27391,7.64264,0.3687300000000002
2022-08-01 02:00:00-05:00,7.143226666666667,7.09256,7.18234,0.08978000000000019,7.454546666666666,6.84722,7.97717,1.12995,6.873466666666666,6.83538,6.90311,0.06773000000000007,7.038063333333334,6.79741,7.39025,0.5928399999999998,7.348816666666667,7.27391,7.48337,0.20945999999999998
2022-08-01 03:00:00-05:00,7.404913333333333,7.09256,7.9674,0.8748399999999998,7.566253333333333,7.18234,7.97717,0.7948300000000001,6.861903333333333,6.83538,6.90311,0.06773000000000007,7.02319,6.79741,7.39025,0.5928399999999998,7.233023333333333,6.92653,7.48337,0.5568400000000002
2022-08-01 04:00:00-05:00,7.374883333333333,7.06469,7.9674,0.9027099999999999,7.2921233333333335,7.15478,7.53925,0.3844700000000003,7.219923333333334,6.83538,7.97717,1.1417900000000003,7.058423333333334,6.88191,7.39025,0.5083399999999996,7.004370000000001,6.79741,7.28917,0.4917600000000002
2022-08-01 05:00:00-05:00,7.44179,7.06469,7.9674,0.9027099999999999,7.143226666666667,7.09256,7.18234,0.08978000000000019,7.454546666666666,6.84722,7.97717,1.12995,6.873466666666666,6.83538,6.90311,0.06773000000000007,7.038063333333334,6.79741,7.39025,0.5928399999999998
2022-08-01 06:00:00-05:00,7.315363333333333,7.06469,7.58812,0.5234300000000003,7.404913333333333,7.09256,7.9674,0.8748399999999998,7.566253333333333,7.18234,7.97717,0.7948300000000001,6.861903333333333,6.83538,6.90311,0.06773000000000007,7.02319,6.79741,7.39025,0.5928399999999998
2022-08-01 07:00:00-05:00,7.5539966666666665,7.29328,7.78059,0.4873099999999999,7.374883333333333,7.06469,7.9674,0.9027099999999999,7.2921233333333335,7.15478,7.53925,0.3844700000000003,7.219923333333334,6.83538,7.97717,1.1417900000000003,7.058423333333334,6.88191,7.39025,0.5083399999999996
2022-08-01 08:00:00-05:00,7.599616666666667,7.43014,7.78059,0.3504500000000004,7.44179,7.06469,7.9674,0.9027099999999999,7.143226666666667,7.09256,7.18234,0.08978000000000019,7.454546666666666,6.84722,7.97717,1.12995,6.873466666666666,6.83538,6.90311,0.06773000000000007
2022-08-01 09:00:00-05:00,7.618823333333334,7.43014,7.78059,0.3504500000000004,7.315363333333333,7.06469,7.58812,0.5234300000000003,7.404913333333333,7.09256,7.9674,0.8748399999999998,7.566253333333333,7.18234,7.97717,0.7948300000000001,6.861903333333333,6.83538,6.90311,0.06773000000000007
2022-08-01 10:00:00-05:00,7.5736,7.43014,7.64574,0.21560000000000024,7.5539966666666665,7.29328,7.78059,0.4873099999999999,7.374883333333333,7.06469,7.9674,0.9027099999999999,7.2921233333333335,7.15478,7.53925,0.3844700000000003,7.219923333333334,6.83538,7.97717,1.1417900000000003
2022-08-01 11:00:00-05:00,7.487716666666667,7.17249,7.64574,0.47325000000000017,7.599616666666667,7.43014,7.78059,0.3504500000000004,7.44179,7.06469,7.9674,0.9027099999999999,7.143226666666667,7.09256,7.18234,0.08978000000000019,7.454546666666666,6.84722,7.97717,1.12995
2022-08-01 12:00:00-05:00,7.371553333333334,7.17249,7.64492,0.4724300000000001,7.618823333333334,7.43014,7.78059,0.3504500000000004,7.315363333333333,7.06469,7.58812,0.5234300000000003,7.404913333333333,7.09256,7.9674,0.8748399999999998,7.566253333333333,7.18234,7.97717,0.7948300000000001
2022-08-01 13:00:00-05:00,7.3137566666666665,7.17249,7.47153,0.29903999999999975,7.5736,7.43014,7.64574,0.21560000000000024,7.5539966666666665,7.29328,7.78059,0.4873099999999999,7.374883333333333,7.06469,7.9674,0.9027099999999999,7.2921233333333335,7.15478,7.53925,0.3844700000000003
2022-08-01 14:00:00-05:00,7.243643333333334,6.96215,7.47153,0.5093799999999993,7.487716666666667,7.17249,7.64574,0.47325000000000017,7.599616666666667,7.43014,7.78059,0.3504500000000004,7.44179,7.06469,7.9674,0.9027099999999999,7.143226666666667,7.09256,7.18234,0.08978000000000019
2022-08-01 15:00:00-05:00,7.188656666666667,6.96215,7.47153,0.5093799999999993,7.371553333333334,7.17249,7.64492,0.4724300000000001,7.618823333333334,7.43014,7.78059,0.3504500000000004,7.315363333333333,7.06469,7.58812,0.5234300000000003,7.404913333333333,7.09256,7.9674,0.8748399999999998
2022-08-01 16:00:00-05:00,6.934376666666666,6.70869,7.13229,0.4236000000000004,7.3137566666666665,7.17249,7.47153,0.29903999999999975,7.5736,7.43014,7.64574,0.21560000000000024,7.5539966666666665,7.29328,7.78059,0.4873099999999999,7.374883333333333,7.06469,7.9674,0.9027099999999999
2022-08-01 17:00:00-05:00,7.106733333333334,6.70869,7.47922,0.7705299999999999,7.243643333333334,6.96215,7.47153,0.5093799999999993,7.487716666666667,7.17249,7.64574,0.47325000000000017,7.599616666666667,7.43014,7.78059,0.3504500000000004,7.44179,7.06469,7.9674,0.9027099999999999
2022-08-01 18:00:00-05:00,7.258216666666667,6.70869,7.58674,0.87805,7.188656666666667,6.96215,7.47153,0.5093799999999993,7.371553333333334,7.17249,7.64492,0.4724300000000001,7.618823333333334,7.43014,7.78059,0.3504500000000004,7.315363333333333,7.06469,7.58812,0.5234300000000003
2022-08-01 19:00:00-05:00,7.413879999999999,7.17568,7.58674,0.41106,6.934376666666666,6.70869,7.13229,0.4236000000000004,7.3137566666666665,7.17249,7.47153,0.29903999999999975,7.5736,7.43014,7.64574,0.21560000000000024,7.5539966666666665,7.29328,7.78059,0.4873099999999999
2022-08-01 20:00:00-05:00,7.53257,7.17568,7.83529,0.6596099999999998,7.106733333333334,6.70869,7.47922,0.7705299999999999,7.243643333333334,6.96215,7.47153,0.5093799999999993,7.487716666666667,7.17249,7.64574,0.47325000000000017,7.599616666666667,7.43014,7.78059,0.3504500000000004
2022-08-01 21:00:00-05:00,7.50964,7.17568,7.83529,0.6596099999999998,7.258216666666667,6.70869,7.58674,0.87805,7.188656666666667,6.96215,7.47153,0.5093799999999993,7.371553333333334,7.17249,7.64492,0.4724300000000001,7.618823333333334,7.43014,7.78059,0.3504500000000004
2022-08-01 22:00:00-05:00,7.457776666666667,7.02009,7.83529,0.8151999999999999,7.413879999999999,7.17568,7.58674,0.41106,6.934376666666666,6.70869,7.13229,0.4236000000000004,7.3137566666666665,7.17249,7.47153,0.29903999999999975,7.5736,7.43014,7.64574,0.21560000000000024
2022-08-01 23:00:00-05:00,7.049379999999999,6.6101,7.51795,0.9078499999999998,7.53257,7.17568,7.83529,0.6596099999999998,7.106733333333334,6.70869,7.47922,0.7705299999999999,7.243643333333334,6.96215,7.47153,0.5093799999999993,7.487716666666667,7.17249,7.64574,0.47325000000000017
2022-08-02 00:00:00-05:00,6.709350000000001,6.49786,7.02009,0.5222299999999995,7.50964,7.17568,7.83529,0.6596099999999998,7.258216666666667,6.70869,7.58674,0.87805,7.188656666666667,6.96215,7.47153,0.5093799999999993,7.371553333333334,7.17249,7.64492,0.4724300000000001
2022-08-02 01:00:00-05:00,6.579506666666667,6.49786,6.63056,0.13269999999999982,7.457776666666667,7.02009,7.83529,0.8151999999999999,7.413879999999999,7.17568,7.58674,0.41106,6.934376666666666,6.70869,7.13229,0.4236000000000004,7.3137566666666665,7.17249,7.47153,0.29903999999999975
2022-08-02 02:00:00-05:00,6.814136666666667,6.49786,7.31399,0.8161300000000002,7.049379999999999,6.6101,7.51795,0.9078499999999998,7.53257,7.17568,7.83529,0.6596099999999998,7.106733333333334,6.70869,7.47922,0.7705299999999999,7.243643333333334,6.96215,7.47153,0.5093799999999993
2022-08-02 03:00:00-05:00,6.966656666666666,6.63056,7.31399,0.6834300000000004,6.709350000000001,6.49786,7.02009,0.5222299999999995,7.50964,7.17568,7.83529,0.6596099999999998,7.258216666666667,6.70869,7.58674,0.87805,7.188656666666667,6.96215,7.47153,0.5093799999999993
2022-08-02 05:00:00-05:00,6.988195,6.95542,7.02097,0.06555,6.579506666666667,6.49786,6.63056,0.13269999999999982,7.457776666666667,7.02009,7.83529,0.8151999999999999,7.413879999999999,7.17568,7.58674,0.41106,6.934376666666666,6.70869,7.13229,0.4236000000000004
2022-08-02 06:00:00-05:00,6.962275,6.90358,7.02097,0.11739000000000033,6.814136666666667,6.49786,7.31399,0.8161300000000002,7.049379999999999,6.6101,7.51795,0.9078499999999998,7.53257,7.17568,7.83529,0.6596099999999998,7.106733333333334,6.70869,7.47922,0.7705299999999999
2022-08-02 07:00:00-05:00,6.825775,6.74797,6.90358,0.15561000000000025,6.966656666666666,6.63056,7.31399,0.6834300000000004,6.709350000000001,6.49786,7.02009,0.5222299999999995,7.50964,7.17568,7.83529,0.6596099999999998,7.258216666666667,6.70869,7.58674,0.87805
2022-08-02 08:00:00-05:00,7.073619999999999,6.74797,7.56931,0.8213400000000002,6.988195,6.95542,7.02097,0.06555,6.579506666666667,6.49786,6.63056,0.13269999999999982,7.457776666666667,7.02009,7.83529,0.8151999999999999,7.413879999999999,7.17568,7.58674,0.41106
2022-08-02 09:00:00-05:00,7.190356666666666,6.74797,7.56931,0.8213400000000002,6.962275,6.90358,7.02097,0.11739000000000033,6.814136666666667,6.49786,7.31399,0.8161300000000002,7.049379999999999,6.6101,7.51795,0.9078499999999998,7.53257,7.17568,7.83529,0.6596099999999998
2022-08-02 10:00:00-05:00,7.295633333333334,7.0638,7.56931,0.5055100000000001,6.825775,6.74797,6.90358,0.15561000000000025,6.966656666666666,6.63056,7.31399,0.6834300000000004,6.709350000000001,6.49786,7.02009,0.5222299999999995,7.50964,7.17568,7.83529,0.6596099999999998
2022-08-02 11:00:00-05:00,7.14371,7.0638,7.25379,0.18999000000000077,7.073619999999999,6.74797,7.56931,0.8213400000000002,6.988195,6.95542,7.02097,0.06555,6.579506666666667,6.49786,6.63056,0.13269999999999982,7.457776666666667,7.02009,7.83529,0.8151999999999999
2022-08-02 12:00:00-05:00,7.059173333333334,7.00018,7.11354,0.11336000000000013,7.190356666666666,6.74797,7.56931,0.8213400000000002,6.962275,6.90358,7.02097,0.11739000000000033,6.814136666666667,6.49786,7.31399,0.8161300000000002,7.049379999999999,6.6101,7.51795,0.9078499999999998
2022-08-02 13:00:00-05:00,6.98627,6.84509,7.11354,0.2684500000000005,7.295633333333334,7.0638,7.56931,0.5055100000000001,6.825775,6.74797,6.90358,0.15561000000000025,6.966656666666666,6.63056,7.31399,0.6834300000000004,6.709350000000001,6.49786,7.02009,0.5222299999999995
2022-08-02 14:00:00-05:00,6.808196666666667,6.57932,7.00018,0.42086000000000023,7.14371,7.0638,7.25379,0.18999000000000077,7.073619999999999,6.74797,7.56931,0.8213400000000002,6.988195,6.95542,7.02097,0.06555,6.579506666666667,6.49786,6.63056,0.13269999999999982
2022-08-02 15:00:00-05:00,6.5987800000000005,6.37193,6.84509,0.47316,7.059173333333334,7.00018,7.11354,0.11336000000000013,7.190356666666666,6.74797,7.56931,0.8213400000000002,6.962275,6.90358,7.02097,0.11739000000000033,6.814136666666667,6.49786,7.31399,0.8161300000000002
2022-08-02 16:00:00-05:00,6.6628,6.37193,7.03715,0.6652199999999997,6.98627,6.84509,7.11354,0.2684500000000005,7.295633333333334,7.0638,7.56931,0.5055100000000001,6.825775,6.74797,6.90358,0.15561000000000025,6.966656666666666,6.63056,7.31399,0.6834300000000004
2022-08-02 17:00:00-05:00,6.857489999999999,6.37193,7.16339,0.7914599999999998,6.808196666666667,6.57932,7.00018,0.42086000000000023,7.14371,7.0638,7.25379,0.18999000000000077,7.073619999999999,6.74797,7.56931,0.8213400000000002,6.988195,6.95542,7.02097,0.06555
2022-08-02 18:00:00-05:00,7.0322700000000005,6.89627,7.16339,0.26711999999999936,6.5987800000000005,6.37193,6.84509,0.47316,7.059173333333334,7.00018,7.11354,0.11336000000000013,7.190356666666666,6.74797,7.56931,0.8213400000000002,6.962275,6.90358,7.02097,0.11739000000000033
2022-08-02 19:00:00-05:00,7.453690000000001,6.89627,8.30141,1.4051400000000003,6.6628,6.37193,7.03715,0.6652199999999997,6.98627,6.84509,7.11354,0.2684500000000005,7.295633333333334,7.0638,7.56931,0.5055100000000001,6.825775,6.74797,6.90358,0.15561000000000025
2022-08-02 20:00:00-05:00,7.681063333333334,6.89627,8.30141,1.4051400000000003,6.857489999999999,6.37193,7.16339,0.7914599999999998,6.808196666666667,6.57932,7.00018,0.42086000000000023,7.14371,7.0638,7.25379,0.18999000000000077,7.073619999999999,6.74797,7.56931,0.8213400000000002
2022-08-02 21:00:00-05:00,7.9056,7.56988,8.30141,0.7315300000000002,7.0322700000000005,6.89627,7.16339,0.26711999999999936,6.5987800000000005,6.37193,6.84509,0.47316,7.059173333333334,7.00018,7.11354,0.11336000000000013,7.190356666666666,6.74797,7.56931,0.8213400000000002
2022-08-02 22:00:00-05:00,7.949786666666667,7.56988,8.43397,0.86409,7.453690000000001,6.89627,8.30141,1.4051400000000003,6.6628,6.37193,7.03715,0.6652199999999997,6.98627,6.84509,7.11354,0.2684500000000005,7.295633333333334,7.0638,7.56931,0.5055100000000001
2022-08-02 23:00:00-05:00,8.565343333333333,7.56988,9.69218,2.1223,7.681063333333334,6.89627,8.30141,1.4051400000000003,6.857489999999999,6.37193,7.16339,0.7914599999999998,6.808196666666667,6.57932,7.00018,0.42086000000000023,7.14371,7.0638,7.25379,0.18999000000000077
2022-08-03 00:00:00-05:00,8.621403333333335,7.73806,9.69218,1.9541200000000005,7.9056,7.56988,8.30141,0.7315300000000002,7.0322700000000005,6.89627,7.16339,0.26711999999999936,6.5987800000000005,6.37193,6.84509,0.47316,7.059173333333334,7.00018,7.11354,0.11336000000000013
2022-08-03 01:00:00-05:00,8.25337,7.32987,9.69218,2.362310000000001,7.949786666666667,7.56988,8.43397,0.86409,7.453690000000001,6.89627,8.30141,1.4051400000000003,6.6628,6.37193,7.03715,0.6652199999999997,6.98627,6.84509,7.11354,0.2684500000000005
2022-08-03 02:00:00-05:00,7.777716666666667,7.32987,8.26522,0.9353499999999997,8.565343333333333,7.56988,9.69218,2.1223,7.681063333333334,6.89627,8.30141,1.4051400000000003,6.857489999999999,6.37193,7.16339,0.7914599999999998,6.808196666666667,6.57932,7.00018,0.42086000000000023
