timestamp_ccentral,turbidity_pnwa_mean_1_3,turbidity_pnwa_min_1_3,turbidity_pnwa_max_1_3,turbidity_pnwa_max_min_1_3,turbidity_pnwa_mean_4_6,turbidity_pnwa_min_4_6,turbidity_pnwa_max_4_6,turbidity_pnwa_max_min_4_6,turbidity_pnwa_mean_7_9,turbidity_pnwa_min_7_9,turbidity_pnwa_max_7_9,turbidity_pnwa_max_min_7_9,turbidity_pnwa_mean_10_12,turbidity_pnwa_min_10_12,turbidity_pnwa_max_10_12,turbidity_pnwa_max_min_10_12,turbidity_pnwa_mean_13_15,turbidity_pnwa_min_13_15,turbidity_pnwa_max_13_15,turbidity_pnwa_max_min_13_15
2021-05-31 05:00:00-05:00,5.279466666666667,4.883,5.8634,0.9804000000000004,4.922266666666666,4.7652,5.1642,0.399,4.770266666666667,4.4232,4.959,0.5358,4.864,4.6626,5.1794,0.5167999999999999,4.779133333333333,4.5106,4.9438,0.43320000000000025
2021-05-31 06:00:00-05:00,5.313666666666666,4.9856,5.8634,0.8778000000000006,4.9374666666666664,4.7652,5.1642,0.399,4.739866666666667,4.4232,4.959,0.5358,4.9526666666666666,4.75,5.1794,0.4294000000000002,4.6854000000000005,4.5106,4.883,0.37239999999999984
2021-05-31 07:00:00-05:00,4.8133333333333335,4.3624,5.092,0.7295999999999996,5.303533333333333,4.883,5.8634,0.9804000000000004,4.6752666666666665,4.4232,4.8374,0.4142000000000001,4.8792,4.75,4.959,0.20899999999999963,4.7842,4.5106,5.1794,0.6688000000000001
2021-05-31 08:00:00-05:00,4.6398,4.3624,4.9856,0.6231999999999998,5.279466666666667,4.883,5.8634,0.9804000000000004,4.922266666666666,4.7652,5.1642,0.399,4.770266666666667,4.4232,4.959,0.5358,4.864,4.6626,5.1794,0.5167999999999999
2021-05-31 09:00:00-05:00,4.516933333333333,4.3624,4.617,0.25459999999999994,5.313666666666666,4.9856,5.8634,0.8778000000000006,4.9374666666666664,4.7652,5.1642,0.399,4.739866666666667,4.4232,4.959,0.5358,4.9526666666666666,4.75,5.1794,0.4294000000000002
2021-05-31 10:00:00-05:00,4.883,4.5714,5.4606,0.8892000000000007,4.8133333333333335,4.3624,5.092,0.7295999999999996,5.303533333333333,4.883,5.8634,0.9804000000000004,4.6752666666666665,4.4232,4.8374,0.4142000000000001,4.8792,4.75,4.959,0.20899999999999963
2021-05-31 11:00:00-05:00,5.056533333333333,4.617,5.4606,0.8436000000000003,4.6398,4.3624,4.9856,0.6231999999999998,5.279466666666667,4.883,5.8634,0.9804000000000004,4.922266666666666,4.7652,5.1642,0.399,4.770266666666667,4.4232,4.959,0.5358
2021-05-31 12:00:00-05:00,5.244,5.092,5.4606,0.3686000000000007,4.516933333333333,4.3624,4.617,0.25459999999999994,5.313666666666666,4.9856,5.8634,0.8778000000000006,4.9374666666666664,4.7652,5.1642,0.399,4.739866666666667,4.4232,4.959,0.5358
2021-05-31 13:00:00-05:00,5.2098,5.092,5.358,0.266,4.883,4.5714,5.4606,0.8892000000000007,4.8133333333333335,4.3624,5.092,0.7295999999999996,5.303533333333333,4.883,5.8634,0.9804000000000004,4.6752666666666665,4.4232,4.8374,0.4142000000000001
2021-05-31 14:00:00-05:00,5.4770666666666665,5.1794,5.8938,0.7143999999999995,5.056533333333333,4.617,5.4606,0.8436000000000003,4.6398,4.3624,4.9856,0.6231999999999998,5.279466666666667,4.883,5.8634,0.9804000000000004,4.922266666666666,4.7652,5.1642,0.399
2021-05-31 15:00:00-05:00,5.412466666666666,4.9856,5.8938,0.9081999999999999,5.244,5.092,5.4606,0.3686000000000007,4.516933333333333,4.3624,4.617,0.25459999999999994,5.313666666666666,4.9856,5.8634,0.8778000000000006,4.9374666666666664,4.7652,5.1642,0.399
2021-05-31 16:00:00-05:00,5.269333333333333,4.9286,5.8938,0.9651999999999994,5.2098,5.092,5.358,0.266,4.883,4.5714,5.4606,0.8892000000000007,4.8133333333333335,4.3624,5.092,0.7295999999999996,5.303533333333333,4.883,5.8634,0.9804000000000004
2021-05-31 17:00:00-05:00,5.155333333333334,4.9286,5.5518,0.6231999999999998,5.4770666666666665,5.1794,5.8938,0.7143999999999995,5.056533333333333,4.617,5.4606,0.8436000000000003,4.6398,4.3624,4.9856,0.6231999999999998,5.279466666666667,4.883,5.8634,0.9804000000000004
2021-05-31 18:00:00-05:00,5.155333333333333,4.9286,5.5518,0.6231999999999998,5.412466666666666,4.9856,5.8938,0.9081999999999999,5.244,5.092,5.4606,0.3686000000000007,4.516933333333333,4.3624,4.617,0.25459999999999994,5.313666666666666,4.9856,5.8634,0.8778000000000006
2021-05-31 19:00:00-05:00,4.971666666666667,4.3776,5.5518,1.1742,5.269333333333333,4.9286,5.8938,0.9651999999999994,5.2098,5.092,5.358,0.266,4.883,4.5714,5.4606,0.8892000000000007,4.8133333333333335,4.3624,5.092,0.7295999999999996
2021-05-31 20:00:00-05:00,4.779133333333333,4.3776,4.9856,0.6079999999999997,5.155333333333334,4.9286,5.5518,0.6231999999999998,5.4770666666666665,5.1794,5.8938,0.7143999999999995,5.056533333333333,4.617,5.4606,0.8436000000000003,4.6398,4.3624,4.9856,0.6231999999999998
2021-05-31 21:00:00-05:00,4.5714,4.3624,4.9742,0.6117999999999997,5.155333333333333,4.9286,5.5518,0.6231999999999998,5.412466666666666,4.9856,5.8938,0.9081999999999999,5.244,5.092,5.4606,0.3686000000000007,4.516933333333333,4.3624,4.617,0.25459999999999994
2021-05-31 22:00:00-05:00,4.6752666666666665,4.3624,4.9742,0.6117999999999997,4.971666666666667,4.3776,5.5518,1.1742,5.269333333333333,4.9286,5.8938,0.9651999999999994,5.2098,5.092,5.358,0.266,4.883,4.5714,5.4606,0.8892000000000007
2021-05-31 23:00:00-05:00,4.546066666666667,4.3624,4.6892,0.32679999999999954,4.779133333333333,4.3776,4.9856,0.6079999999999997,5.155333333333334,4.9286,5.5518,0.6231999999999998,5.4770666666666665,5.1794,5.8938,0.7143999999999995,5.056533333333333,4.617,5.4606,0.8436000000000003
2021-06-01 00:00:00-05:00,4.595466666666667,4.5106,4.6892,0.17859999999999943,4.5714,4.3624,4.9742,0.6117999999999997,5.155333333333333,4.9286,5.5518,0.6231999999999998,5.412466666666666,4.9856,5.8938,0.9081999999999999,5.244,5.092,5.4606,0.3686000000000007
2021-06-01 01:00:00-05:00,4.5866,4.5106,4.6626,0.15200000000000014,4.6752666666666665,4.3624,4.9742,0.6117999999999997,4.971666666666667,4.3776,5.5518,1.1742,5.269333333333333,4.9286,5.8938,0.9651999999999994,5.2098,5.092,5.358,0.266
2021-06-01 02:00:00-05:00,4.967866666666667,4.5106,5.7304,1.2198000000000002,4.546066666666667,4.3624,4.6892,0.32679999999999954,4.779133333333333,4.3776,4.9856,0.6079999999999997,5.155333333333334,4.9286,5.5518,0.6231999999999998,5.4770666666666665,5.1794,5.8938,0.7143999999999995
2021-06-01 03:00:00-05:00,5.434,4.6626,5.909,1.2463999999999995,4.595466666666667,4.5106,4.6892,0.17859999999999943,4.5714,4.3624,4.9742,0.6117999999999997,5.155333333333333,4.9286,5.5518,0.6231999999999998,5.412466666666666,4.9856,5.8938,0.9081999999999999
2021-06-01 04:00:00-05:00,6.244666666666667,5.7304,7.0946,1.3641999999999994,4.5866,4.5106,4.6626,0.15200000000000014,4.6752666666666665,4.3624,4.9742,0.6117999999999997,4.971666666666667,4.3776,5.5518,1.1742,5.269333333333333,4.9286,5.8938,0.9651999999999994
2021-06-01 05:00:00-05:00,6.9375333333333336,5.909,7.809,1.9000000000000004,4.967866666666667,4.5106,5.7304,1.2198000000000002,4.546066666666667,4.3624,4.6892,0.32679999999999954,4.779133333333333,4.3776,4.9856,0.6079999999999997,5.155333333333334,4.9286,5.5518,0.6231999999999998
2021-06-01 06:00:00-05:00,7.521466666666666,7.0946,7.809,0.7144000000000004,5.434,4.6626,5.909,1.2463999999999995,4.595466666666667,4.5106,4.6892,0.17859999999999943,4.5714,4.3624,4.9742,0.6117999999999997,5.155333333333333,4.9286,5.5518,0.6231999999999998
2021-06-01 07:00:00-05:00,7.655733333333333,7.4974,7.809,0.3116000000000003,6.244666666666667,5.7304,7.0946,1.3641999999999994,4.5866,4.5106,4.6626,0.15200000000000014,4.6752666666666665,4.3624,4.9742,0.6117999999999997,4.971666666666667,4.3776,5.5518,1.1742
2021-06-01 08:00:00-05:00,7.947066666666667,7.4974,8.683,1.1856,6.9375333333333336,5.909,7.809,1.9000000000000004,4.967866666666667,4.5106,5.7304,1.2198000000000002,4.546066666666667,4.3624,4.6892,0.32679999999999954,4.779133333333333,4.3776,4.9856,0.6079999999999997
2021-06-01 09:00:00-05:00,7.996466666666667,7.4974,8.683,1.1856,7.521466666666666,7.0946,7.809,0.7144000000000004,5.434,4.6626,5.909,1.2463999999999995,4.595466666666667,4.5106,4.6892,0.17859999999999943,4.5714,4.3624,4.9742,0.6117999999999997
2021-06-01 10:00:00-05:00,7.589866666666666,6.2776,8.683,2.4054,7.655733333333333,7.4974,7.809,0.3116000000000003,6.244666666666667,5.7304,7.0946,1.3641999999999994,4.5866,4.5106,4.6626,0.15200000000000014,4.6752666666666665,4.3624,4.9742,0.6117999999999997
2021-06-01 11:00:00-05:00,8.069933333333333,6.2776,10.1232,3.845600000000001,7.947066666666667,7.4974,8.683,1.1856,6.9375333333333336,5.909,7.809,1.9000000000000004,4.967866666666667,4.5106,5.7304,1.2198000000000002,4.546066666666667,4.3624,4.6892,0.32679999999999954
2021-06-01 12:00:00-05:00,9.4696,6.2776,12.008,5.7303999999999995,7.996466666666667,7.4974,8.683,1.1856,7.521466666666666,7.0946,7.809,0.7144000000000004,5.434,4.6626,5.909,1.2463999999999995,4.595466666666667,4.5106,4.6892,0.17859999999999943
