,turbidity_pnwa_mean_1_3,turbidity_pnwa_min_1_3,turbidity_pnwa_max_1_3,turbidity_pnwa_max_min_1_3,turbidity_pnwa_mean_4_6,turbidity_pnwa_min_4_6,turbidity_pnwa_max_4_6,turbidity_pnwa_max_min_4_6,turbidity_pnwa_mean_7_9,turbidity_pnwa_min_7_9,turbidity_pnwa_max_7_9,turbidity_pnwa_max_min_7_9,turbidity_pnwa_mean_10_12,turbidity_pnwa_min_10_12,turbidity_pnwa_max_10_12,turbidity_pnwa_max_min_10_12,turbidity_pnwa_mean_13_15,turbidity_pnwa_min_13_15,turbidity_pnwa_max_13_15,turbidity_pnwa_max_min_13_15,turbidity_pnwa_mean_load_1_3,turbidity_pnwa_min_load_1_3,turbidity_pnwa_max_load_1_3,turbidity_pnwa_max_min_load_1_3,turbidity_pnwa_mean_load_4_6,turbidity_pnwa_min_load_4_6,turbidity_pnwa_max_load_4_6,turbidity_pnwa_max_min_load_4_6,turbidity_pnwa_mean_load_7_9,turbidity_pnwa_min_load_7_9,turbidity_pnwa_max_load_7_9,turbidity_pnwa_max_min_load_7_9,turbidity_pnwa_mean_load_10_12,turbidity_pnwa_min_load_10_12,turbidity_pnwa_max_load_10_12,turbidity_pnwa_max_min_load_10_12,turbidity_pnwa_mean_load_13_15,turbidity_pnwa_min_load_13_15,turbidity_pnwa_max_load_13_15,turbidity_pnwa_max_min_load_13_15,turbidity_wmth_mean_1_3,turbidity_wmth_min_1_3,turbidity_wmth_max_1_3,turbidity_wmth_max_min_1_3,turbidity_wmth_mean_4_6,turbidity_wmth_min_4_6,turbidity_wmth_max_4_6,turbidity_wmth_max_min_4_6,turbidity_wmth_mean_7_9,turbidity_wmth_min_7_9,turbidity_wmth_max_7_9,turbidity_wmth_max_min_7_9,turbidity_wmth_mean_10_12,turbidity_wmth_min_10_12,turbidity_wmth_max_10_12,turbidity_wmth_max_min_10_12,turbidity_wmth_mean_13_15,turbidity_wmth_min_13_15,turbidity_wmth_max_13_15,turbidity_wmth_max_min_13_15,turbidity_wmth_mean_load_1_3,turbidity_wmth_min_load_1_3,turbidity_wmth_max_load_1_3,turbidity_wmth_max_min_load_1_3,turbidity_wmth_mean_load_4_6,turbidity_wmth_min_load_4_6,turbidity_wmth_max_load_4_6,turbidity_wmth_max_min_load_4_6,turbidity_wmth_mean_load_7_9,turbidity_wmth_min_load_7_9,turbidity_wmth_max_load_7_9,turbidity_wmth_max_min_load_7_9,turbidity_wmth_mean_load_10_12,turbidity_wmth_min_load_10_12,turbidity_wmth_max_load_10_12,turbidity_wmth_max_min_load_10_12,turbidity_wmth_mean_load_13_15,turbidity_wmth_min_load_13_15,turbidity_wmth_max_load_13_15,turbidity_wmth_max_min_load_13_15,dschrg_pnwa_mean_1_3,dschrg_pnwa_min_1_3,dschrgpnwa_max_1_3,dschrgpnwa_max_min_1_3,dschrg_pnwa_mean_4_6,dschrg_pnwa_min_4_6,dschrgpnwa_max_4_6,dschrgpnwa_max_min_4_6,dschrg_pnwa_mean_7_9,dschrg_pnwa_min_7_9,dschrgpnwa_max_7_9,dschrgpnwa_max_min_7_9,dschrg_pnwa_mean_10_12,dschrg_pnwa_min_10_12,dschrgpnwa_max_10_12,dschrgpnwa_max_min_10_12,dschrg_pnwa_mean_13_15,dschrg_pnwa_min_13_15,dschrgpnwa_max_13_15,dschrgpnwa_max_min_13_15,dschrg_wmth_mean_1_3,dschrg_wmth_min_1_3,dschrgwmth_max_1_3,dschrgwmth_max_min_1_3,dschrg_wmth_mean_4_6,dschrg_wmth_min_4_6,dschrgwmth_max_4_6,dschrgwmth_max_min_4_6,dschrg_wmth_mean_7_9,dschrg_wmth_min_7_9,dschrgwmth_max_7_9,dschrgwmth_max_min_7_9,dschrg_wmth_mean_10_12,dschrg_wmth_min_10_12,dschrgwmth_max_10_12,dschrgwmth_max_min_10_12,dschrg_wmth_mean_13_15,dschrg_wmth_min_13_15,dschrgwmth_max_13_15,dschrgwmth_max_min_13_15
turbidity_pnwa_max_load_4_6,0.56587687510348,0.41110863035567297,0.5972295576486389,0.5429953981422465,0.8882477514532874,0.6146105791417107,0.938591423268927,0.8699526630589233,0.598822388422014,0.46310079021779815,0.5927586996339049,0.5099221078674055,0.4041856305476491,0.30843050365841657,0.40215798351320264,0.3489838894092691,0.2750490431254204,0.24112708375593744,0.2649997954427404,0.2100116023060762,0.6568439368668293,0.5365856909367758,0.6740321567663667,0.5712016119022957,0.9527499651090575,0.7125470444092517,1.0,0.8994483857448198,0.693341750523132,0.587171753462276,0.6740167949300419,0.5396581155644287,0.5090095603647534,0.44881239457177224,0.4870954595812359,0.37474721262763067,0.3892600552826405,0.39042367407747597,0.3537359791003068,0.231989930069064,0.244841581667164,0.24297958195369984,0.24623085833110078,0.1534506172689356,0.24449207629428174,0.2432274594490405,0.24505743014269663,0.1407279160136941,0.24391030741389094,0.241173419359047,0.24595850835424088,0.16102725566049805,0.2416337727419698,0.23991708460132855,0.2422886044255331,0.1452652687643745,0.23566302255955976,0.23452558703730458,0.23596511612873083,0.13317447642786015,0.1916563636919451,0.19027561737731558,0.19288062454934785,0.13809057550806247,0.18782423050645597,0.18671638715600428,0.18855678727582473,0.12918538117041428,0.18435579989828438,0.1818935084736045,0.18633953625724053,0.14651709885632455,0.18015796422288205,0.17868462730179158,0.180966573420023,0.12948864647742975,0.17373008092209458,0.17268224592129677,0.17401808318643533,0.11642469763803848,0.44389205422530437,0.44461929115221854,0.4425242546486384,-0.15435686774867463,0.4456508089462505,0.44603284378401464,0.4447863618752863,-0.14348913796576465,0.4461208256625809,0.44686903951642215,0.44484813978162435,-0.15379956587042656,0.4459177267652101,0.4469036251579722,0.444334127907399,-0.16105236682950724,0.4457224667148002,0.44679914189379927,0.4439707626154762,-0.16420086844957985,0.3247551895727735,0.3243303852261776,0.3251780336473676,0.2117979308306802,0.3256601386385976,0.3254301039623117,0.3258624569074916,0.19244481353079268,0.3272092517767108,0.3270522427505176,0.32735305831106587,0.18701438636815995,0.3294697681949449,0.32920673065014927,0.32973497532551105,0.1983347464055914,0.3316954499549641,0.33160678674162836,0.33176462379765814,0.1828578564563133
turbidity_pnwa_max_min_load_4_6,0.5134578138488174,0.3873535153398335,0.5201629632051414,0.4574969962050037,0.7455582156132168,0.3068638401052551,0.8957118125978555,0.9775240310175864,0.568135377676587,0.4575836630274096,0.5466353817031803,0.45417330525395255,0.3129639196497317,0.18791166588548253,0.33179345366146795,0.32296832900382116,0.2120968656506058,0.18317800450567637,0.20485069407428433,0.1640382844647043,0.527905902328062,0.40828620755865325,0.5396659753703019,0.47061917585805374,0.7384185865110193,0.3342705078450908,0.8994483857448198,1.0,0.5861958886706925,0.4762731887859313,0.5711947031454941,0.4706128021103716,0.3426828952122521,0.23201336131071443,0.36047961898429726,0.33969223435267787,0.2509519721053268,0.23163249029000793,0.2373983108491602,0.17461487623853122,0.16111088802576096,0.159532771333332,0.16253376807514938,0.1071412327464279,0.16047707006415718,0.16034000804973852,0.1602689498208865,0.08352268775220041,0.15902007635713353,0.15693056251958185,0.16016149049350342,0.1056264677046778,0.15720648901484582,0.1556176615965415,0.1579458820943416,0.10006965873270732,0.1509200978531334,0.15063615178660184,0.15074585101654187,0.07965038378974076,0.11411976099009202,0.11288891677696966,0.11543748234879497,0.08973231783594951,0.1103536943031529,0.10982335211182048,0.11082676988019302,0.0753710322854728,0.10675303491342686,0.10472223438183524,0.10810503652446464,0.09072002550196805,0.10351849764953287,0.10185312747034239,0.10473293764592387,0.08628044593004179,0.09743006866341711,0.09688979075696776,0.09750436082081111,0.06427834561283788,0.1906515851354075,0.1912872973981963,0.18972332149279048,-0.07512875757335598,0.19167174215594238,0.19176831747148584,0.1915238621220792,-0.05785475762073215,0.19323871003538717,0.19381065550445303,0.19248331556293152,-0.07264853366037767,0.19366614939757448,0.19452189249823185,0.1926085122788703,-0.08056845812064925,0.19393899382622592,0.19495367007832032,0.1926053232038639,-0.08633018678273993,0.20739135528456332,0.20708559328082307,0.20771089293036588,0.1391244534121702,0.2088584323129994,0.20872778322639876,0.20894818889797015,0.12081810137559573,0.21100911251045648,0.21086012394085238,0.2111293145917963,0.12403021855076685,0.21368335447639852,0.21352422910380087,0.21384067459688602,0.12743695684059445,0.21646681909764603,0.21645353123073016,0.2164592347032737,0.11489132774314084
turbidity_pnwa_mean_load_7_9,0.42064178443810796,0.37104454884554494,0.40423899737230695,0.31865674611742856,0.5459989530022304,0.381015824365165,0.590870199280624,0.5507519989339785,0.9017864061663939,0.741759231990952,0.8639623296501436,0.70806126232932,0.5424792472822842,0.3946531789267239,0.5511081143238539,0.4929970901891519,0.41682843448611695,0.34918865028388,0.39950112292723655,0.324142618498588,0.5542056397943498,0.5476612011381912,0.5090502363895846,0.3427052604608853,0.6717353384964199,0.5541508158740359,0.693341750523132,0.5861958886706925,1.0,0.8691649171279692,0.9527480797979518,0.7384193666664889,0.6717132483563926,0.5689432892574727,0.6568063993262988,0.5278912411463733,0.5541464663451208,0.5308621981719331,0.5078301955494251,0.35150179091684,0.2600335424361073,0.25774074746155956,0.2617493551215574,0.16690309786695556,0.2599282885878058,0.25813996320376187,0.26108723666087613,0.15663225452114232,0.25932582189609193,0.25771902271955305,0.2601735181095178,0.15288073486925943,0.2587975367804218,0.2561985634533074,0.26106189199025504,0.17237200134299566,0.25659568356057344,0.2550328335053438,0.2570088620004677,0.1477866236224118,0.2136758761577823,0.21202934381525942,0.21484116750528892,0.15317030301466347,0.210387415487529,0.20908310251258594,0.21135460133858575,0.1462948377197013,0.20666818601346462,0.20549479950986507,0.20733364541399096,0.140904471910576,0.20316738346294397,0.2009731364691398,0.20516334550058998,0.15846218155674435,0.1988385710470914,0.1977150260006265,0.1991618794691658,0.13266172842902652,0.5444818877799629,0.5452233763699426,0.5428982687254629,-0.18594097803412377,0.5456686833003485,0.5463811879588999,0.5442142906412883,-0.1843557657061568,0.5477066302414206,0.5481202994677891,0.5465479740424051,-0.17686415814023237,0.5475392055195075,0.5483249429873054,0.5460636686933239,-0.18569260201085783,0.5469835707966912,0.5479347111797616,0.5452571087515221,-0.19104387191096703,0.36653496970091376,0.3661468456450322,0.36692512293002305,0.2308422382790219,0.3664840535054469,0.3660111224255296,0.36693085517952817,0.2363515984791401,0.36705397050501115,0.36679044409231215,0.36728679674296566,0.2170411494660116,0.36810149690964117,0.3679648269651188,0.36822512279681757,0.2064976629271304,0.3699949290254487,0.369666821402439,0.3703226386963083,0.22588351065771198
turbidity_pnwa_min_load_7_9,0.3535499469544928,0.36553406701777796,0.313271925820394,0.20586885809123437,0.39595271964065143,0.2646112623963317,0.4528225716121196,0.43650138799849447,0.7185816347278242,0.8327787773125193,0.5860810946073631,0.30672141908635986,0.3792180841593758,0.2639793213460638,0.4006784235648525,0.3705143015546118,0.36920003320439654,0.36347587609834264,0.3345914991333262,0.23408007399530745,0.5309325557230131,0.5955452324540426,0.44886348698538225,0.23204495263087238,0.5689761585290078,0.5016686256910363,0.587171753462276,0.4762731887859313,0.8691649171279692,1.0,0.7125306631189047,0.3342547406306805,0.5541169900219408,0.5016247678007131,0.5365295196748462,0.4082624920735491,0.547593690656005,0.595475675448387,0.4717451623586666,0.2627987940139233,0.27783996728199,0.2749192753130304,0.27993298446661147,0.18347058708172942,0.27729583668769564,0.27577643340247654,0.27795162312835303,0.16028636520132092,0.2771352040497568,0.2747093058081011,0.2785085421196144,0.1714987445981727,0.27762070211350726,0.2750406193470094,0.28032485173891364,0.18551699016589226,0.27609810957804404,0.27484551543138436,0.2763664509849711,0.1548704948403903,0.2414126840252615,0.2395128755037554,0.24255076787523924,0.17194756688969223,0.2387916536240637,0.23773574420507895,0.23929160772157532,0.15837457262933619,0.2365470612569942,0.2351865558522528,0.2371191626513781,0.15993400469772018,0.23459064211470984,0.23255515096791415,0.23671679451300917,0.17793827185197367,0.23113398107644312,0.23061299795808266,0.23100246166010538,0.14467310833471883,0.6499626448572068,0.6505645096784048,0.6483480793192153,-0.21451629239954337,0.6512006262123342,0.6517507695505494,0.6497391946723161,-0.2123651270836535,0.6533088866881283,0.6539805314394367,0.6516792616166839,-0.21662171208652864,0.651894125390885,0.652591937075621,0.6503597318474169,-0.21494891129110133,0.6508014746131566,0.6515568831952582,0.6490816542993085,-0.21783648574374134,0.3981512563628462,0.3978078537707126,0.3984986969369871,0.24364218410213143,0.3973992123422593,0.39696750025247723,0.39778249225423495,0.24795576459221957,0.3973276564907103,0.39710897934380474,0.39757896740964027,0.23188579684810356,0.3974326233754227,0.3974014338003048,0.39748552693262806,0.2139586431876797,0.39830144729979067,0.3980040181648722,0.3986023022805111,0.23825002176944457
turbidity_pnwa_max_load_7_9,0.40788953200260636,0.33754394073977856,0.407084586589377,0.3399222198938338,0.5658490256041249,0.4110639345997282,0.5972065891813763,0.5429841421221636,0.8882456528163548,0.6145872720522069,0.9385892168101063,0.869951847338341,0.5987970059816362,0.4630611652938817,0.5927351002848122,0.509909454862879,0.40416495287365195,0.3084024445125286,0.4021401127844921,0.348974445903963,0.5078843149673046,0.471809405938134,0.48713169693490005,0.36049942041897726,0.6568252514623344,0.5365577666200148,0.6740167949300419,0.5711947031454941,0.9527480797979518,0.7125306631189047,1.0,0.8994512779231996,0.693324942222503,0.5871467230129189,0.6740012546292856,0.5396506665240252,0.5089960558947293,0.4487955917950222,0.4870833474974077,0.374740733392351,0.2375264023068505,0.2358917464134979,0.23876607008328735,0.14689409546872367,0.23770057458395358,0.23576428944384126,0.23913402902704484,0.14796320419138986,0.23728313170220544,0.2361157392003059,0.2376927000191982,0.13521605480322438,0.23627893494912247,0.23354230544119023,0.23840918507191294,0.16033771417295364,0.2338370623812889,0.23213576426448093,0.23437472837841705,0.13769972876422304,0.1895623015612022,0.18830240872504544,0.19054166463429936,0.13402318202567828,0.1862043080651646,0.18482889950870462,0.18735005059808815,0.13330607064516686,0.1823754937460819,0.18136010331581845,0.1828657324205257,0.12344895270202663,0.17857820746458103,0.1761405211511799,0.18058823090213302,0.1450044357761556,0.1741541935228707,0.17279702048967083,0.17470982445821875,0.12096758070526895,0.44259922175321637,0.4433340550591767,0.4411891141622547,-0.15454370201234777,0.44385322693523555,0.4445822895734028,0.4424838076795629,-0.1544203589836413,0.44561093188863865,0.4459949582677838,0.4447444962860467,-0.14353035009037926,0.44608004501265347,0.44682871891214987,0.4448064320691397,-0.15368878036058872,0.4458975145397308,0.4468837859641819,0.44431351867746677,-0.1609023683249868,0.32483333820362914,0.3245146227247755,0.32515382437708823,0.20225362325317053,0.3253621988183245,0.3249502910775491,0.32576097501963674,0.2095669423223364,0.3263635609996574,0.32612688853505023,0.3265698342065686,0.1930537054615166,0.3280029577352039,0.3278560079313013,0.328130734466437,0.1859569900837414,0.3303780571170244,0.3301184695851871,0.3306370248718022,0.19863739784472637
turbidity_pnwa_max_min_load_7_9,0.32768757984524954,0.22573773206080358,0.3516902898770664,0.3283666843559605,0.5134528679734898,0.3873429969230173,0.5201554615676023,0.45748923431223815,0.7455678065849081,0.30684647246998575,0.8957207636482343,0.9775240265149516,0.5681344951255208,0.4575800506919246,0.5466292411145914,0.4541653825682727,0.31295501132798287,0.18789730818713787,0.3317853982259252,0.3229631016446063,0.3515298277327218,0.2628361177686798,0.3747654610470406,0.33970383288007505,0.5278982797175555,0.40827401359571874,0.5396581155644287,0.4706128021103716,0.7384193666664889,0.3342547406306805,0.8994512779231996,1.0,0.586190693995978,0.476264515186273,0.5711877902312332,0.4706065689135334,0.34267532372692217,0.23200282172945372,0.36047290508515584,0.33968815981814293,0.15638431297726144,0.15587560387327667,0.15683871331649113,0.09016051069666578,0.15693548345208727,0.1552410620924637,0.15845379521081362,0.10462295388354809,0.15649233136762788,0.15632016834576834,0.1562589119462972,0.08154088917170846,0.15491303239576615,0.15276134491102847,0.15619652632488581,0.10674067797047958,0.15257133669704395,0.1510359066198856,0.15312831883819567,0.09418509948693718,0.11373310986230192,0.11314336527138491,0.11438212952961777,0.07969883814197441,0.11079984758301081,0.1095830915130245,0.1120270363071778,0.08640096718381898,0.10703492530906908,0.10646347952846724,0.10735851267320838,0.07255451619579295,0.10314898693412741,0.10108452554896721,0.10459935710607768,0.09081566244074016,0.09928225529163547,0.09778836303748921,0.10008783279903864,0.07789064215851937,0.18971192361464953,0.19032411331960958,0.1888234006249665,-0.07398530309522497,0.1906324950400262,0.19126915111255724,0.18970323933863223,-0.07516168224681864,0.19165199000042404,0.19174949763288077,0.19150316721419117,-0.057873805950614095,0.19321783570500886,0.19378889129696222,0.19246264819063885,-0.07257840490438375,0.1936581981124159,0.194512519822327,0.19260157433143124,-0.08047087842356479,0.20363277967743884,0.20340639505687985,0.20385922342567353,0.12918769813082168,0.20477426522924888,0.20447485097106866,0.2050836411424449,0.13640297919957967,0.20615560257468188,0.20596702446643878,0.20628579553855617,0.12371673987224599,0.20827767791285837,0.20810174192505862,0.20841615348559614,0.12447162903625271,0.2109401771268835,0.21076570025004,0.2111119107469099,0.1275158263635061
turbidity_pnwa_mean_load_10_12,0.2799198727465081,0.24489931219901073,0.2793501469172155,0.22627799877020738,0.4205679453548635,0.3709516022103506,0.40417579237337986,0.3186247010554759,0.5459609069062696,0.3809546478226121,0.5908410847615707,0.5507404728155105,0.90177791251803,0.7417306179357712,0.8639478098021622,0.7080538605586051,0.5424399914137505,0.3945925733784205,0.5510752467957758,0.49298197986178627,0.4241024987184059,0.4366633653073368,0.3892935794826374,0.2509703607213345,0.5541611582944325,0.5476103897860611,0.5090095603647534,0.3426828952122521,0.6717132483563926,0.5541169900219408,0.693324942222503,0.586190693995978,1.0,0.8691506558583589,0.9527453430995316,0.7384215414737534,0.6716912592992206,0.5689108668633679,0.6567875661700804,0.5278834949396013,0.2660922913162963,0.26320436685644155,0.2677056642912669,0.17344805513948983,0.26335452434530704,0.261210162656272,0.2649161458086035,0.16373482663794026,0.26292146292917307,0.26128074613053204,0.2639477859683274,0.1562827686997323,0.2620008577443199,0.26063275272312697,0.2627116124982631,0.15412645622029084,0.2614429388363322,0.25876057521605433,0.2637263763099027,0.17133876783398017,0.22227510428513644,0.2203457517668825,0.22319155620324396,0.15858411133128544,0.21669730162358974,0.2151457198036523,0.21784420682629976,0.15333927941645645,0.21288098464369734,0.21161346543965537,0.21380541480703508,0.1474071368045611,0.20841706356460413,0.20733679383462406,0.2090671980272956,0.14300704149697674,0.2045551699845556,0.20227548423208405,0.20658619119142438,0.15766167909629183,0.5432012506745209,0.5440110931347143,0.541581668321494,-0.1871122148927337,0.5444184500971656,0.5451623261352133,0.5428326894768654,-0.18603185199564112,0.5456247187775272,0.5463396588257711,0.5441678937980438,-0.1844077640999075,0.5476408660879498,0.5480555875683472,0.5464811531844507,-0.17669022217374233,0.5474950010801201,0.5482825341585761,0.5460178459206804,-0.1855676954208188,0.36797891156597334,0.36767930467597765,0.36825518087142056,0.2222873723578151,0.36788809663596117,0.3674607564681862,0.36829802139965906,0.23333699527540003,0.3675839084792286,0.3670651189792657,0.3680820122468175,0.24109289570913917,0.367979982891815,0.36766857259391794,0.36827310123194157,0.2221678279856797,0.36887536641162777,0.368711771563882,0.36903545205774013,0.21012184005811782
turbidity_pnwa_min_load_10_12,0.2557399366707376,0.226094432125606,0.2527491159638216,0.20235170608698805,0.35345345144970813,0.3654228707886392,0.3131883626435355,0.2058250689633296,0.39589248080483674,0.26452379062407033,0.4527778960011399,0.43648444027464073,0.7185395027487284,0.8327559818290647,0.5860297532472153,0.30668511674394666,0.37915456585287177,0.26389038819310523,0.4006280641503284,0.37049238684415836,0.438764080633586,0.47020010763877057,0.3904607989688147,0.2316531895891125,0.5308795389407573,0.5954927262843805,0.44881239457177224,0.23201336131071443,0.5689432892574727,0.5016247678007131,0.5871467230129189,0.476264515186273,0.8691506558583589,1.0,0.712506124033128,0.33423222736607816,0.5540832783889572,0.5015815445440136,0.5365012113768268,0.4082500539520847,0.2795152917792624,0.27656839987773746,0.2812212910144258,0.18168709465877572,0.27861010843373435,0.27591782472995574,0.28057114183871945,0.17830158349106032,0.2787842248084482,0.2768993195974426,0.2799088143282925,0.1669461096667565,0.2786297416187891,0.2765726971978231,0.27989163177911225,0.17178870888123274,0.27856736295822165,0.27612421983506574,0.280894029164261,0.17901254051878995,0.24507004923670891,0.24342183267761597,0.2457768743083917,0.16905471480830025,0.24167818040070846,0.23992322496600094,0.2428547510824953,0.17039558481860784,0.23954512172005607,0.2379886025377627,0.24055820541452344,0.16658748586840366,0.2364534025696551,0.2352069721465226,0.23719217458945266,0.16240531874899608,0.23362983943989857,0.23181566239605017,0.2352760155701858,0.16921532073363188,0.6484901338818093,0.6490277494076694,0.6470075506243845,-0.21165893166075572,0.6499004714894656,0.6505049588329234,0.6482836886256292,-0.21462111621801777,0.6511560429479866,0.6517090129076516,0.6496917850809001,-0.21242714240187682,0.6532443961482065,0.6539175417178554,0.6516132668275613,-0.21642619645008263,0.6518501276646699,0.6525509915489812,0.6503130961117506,-0.21482198317235618,0.396031626480841,0.3957784516369713,0.39622598654229996,0.2312987364506945,0.39554631849066235,0.39517300818436035,0.3959165773286445,0.24372865153563322,0.39453083836906755,0.39405758514360323,0.3949588072343741,0.2500732694168897,0.3942605449391465,0.3940069472638987,0.3945591715020871,0.2336873613860122,0.39418779766884304,0.39412636075659924,0.39428392219783903,0.21595503696922413
turbidity_pnwa_max_load_10_12,0.26793962127439835,0.23337554370359923,0.26796696998281105,0.2178711274815378,0.4078289826006921,0.3374655653207745,0.40703276282101497,0.33989493477768346,0.5658211085797041,0.41101903334859136,0.5971834053031515,0.5429725109236615,0.8882435481894684,0.6145528208458745,0.9385862184274821,0.8699503941614172,0.5987715847541345,0.46302153782728966,0.5927112501650121,0.5098958909350788,0.37943869297382965,0.3818013592469895,0.35376630031453404,0.23741512179069657,0.5078437223199821,0.47176118818526785,0.4870954595812359,0.36047961898429726,0.6568063993262988,0.5365295196748462,0.6740012546292856,0.5711877902312332,0.9527453430995316,0.712506124033128,1.0,0.8994561227444832,0.6933082629354411,0.5871220718306618,0.6739857904967399,0.5396426110405773,0.24534298759436704,0.24240917214647986,0.2468323511065544,0.16179143668067747,0.24122113416846142,0.23975625840436846,0.2422466092386457,0.14368989574569602,0.2406762416203495,0.23922074195339646,0.24151705637516224,0.1420371075371297,0.23953064507645142,0.23860548950982885,0.23974463758719272,0.13544653887701713,0.23865031794872232,0.2358189982632179,0.24086577289877398,0.15991394699636993,0.1994577866550986,0.19729349719979025,0.20045286750105035,0.1467495425548518,0.19278929007612933,0.19163860107260222,0.19368240791606225,0.13379302817650257,0.18856550763091726,0.1875205752496719,0.1893227475981493,0.12953999506473665,0.18387699760071188,0.18299098902406746,0.18424073521158005,0.12402375156531133,0.17986557954306812,0.17729107937064426,0.18203656228505746,0.14568511941544351,0.4416593796558856,0.4425645295686164,0.440087278220604,-0.1588205097102501,0.44253957832455054,0.443276470115421,0.4411275461197993,-0.15461927161376463,0.44381263828775824,0.4445437184375822,0.44244120434979184,-0.1544623688757341,0.445549134782161,0.4459338237493525,0.4446819958273891,-0.1433816943681684,0.44603907573492607,0.44678864292496545,0.4447645855790225,-0.15357303766369296,0.32660260571192845,0.3263340269092666,0.32686787189570876,0.19834306779277666,0.32688580417502033,0.32653012235295703,0.3272254635729747,0.20511041732551427,0.3271965841733058,0.3267382852405858,0.32764331397581226,0.21459904104982214,0.328053329022444,0.327775975268974,0.32830756143446604,0.1977243543401426,0.32957590759449423,0.329406719988148,0.32973343550557416,0.1894459424648084
turbidity_pnwa_max_min_load_10_12,0.2006241264172955,0.17266080896314487,0.2025233203550652,0.1666214397536611,0.32766436618262634,0.22570272647873377,0.35166930606121216,0.32835242644663776,0.5134487204003189,0.3873335773266635,0.5201485941771659,0.45748153908202616,0.7455850610296068,0.3068223250285295,0.8957359106744337,0.9775242262978386,0.5681345392030255,0.45757734461089933,0.5466238697580271,0.4541573976832662,0.23640895969693837,0.22000632599604697,0.23200708109204202,0.17462493976917534,0.35150915932972865,0.2628085541321258,0.37474721262763067,0.33969223435267787,0.5278912411463733,0.4082624920735491,0.5396506665240252,0.4706065689135334,0.7384215414737534,0.33423222736607816,0.8994561227444832,1.0,0.5861858638054895,0.47625620918653294,0.5711812709367824,0.470600274182681,0.16490392908706522,0.16270750838744416,0.1658997677627975,0.11024380672453972,0.15999578643319487,0.1595918849306463,0.16023522161508558,0.08830275821739181,0.15919415876406717,0.15834432335663262,0.15966482495860815,0.09257689076126865,0.1577871686338355,0.15773432907535123,0.1573533290554264,0.08114692434517591,0.15667763539911397,0.15432986500677676,0.15827927361606264,0.10932604279299404,0.12394287972023244,0.1220241994566014,0.12485396953123001,0.09757702870922391,0.11708560382862106,0.11656409102692815,0.1175956849720764,0.07973801314384467,0.1127390418403017,0.11224430128664205,0.11316276874394901,0.07629947224987768,0.10832359446432811,0.10786240275097142,0.10838408074674159,0.07140704989306658,0.1046484520788393,0.10228250138267807,0.10657755641416805,0.09611965168133955,0.18937625298572755,0.1902572099297428,0.18818794619846319,-0.08151194114142998,0.18967807618302468,0.1902913927527812,0.18878834152909518,-0.07402370843957357,0.1906107188440439,0.191248320112605,0.1896805150657383,-0.07518087698071854,0.19161669733948797,0.19171417068562355,0.19146783894043315,-0.0577985560230394,0.1931951695930475,0.19376552316888135,0.19244044025550242,-0.07250345922667044,0.20593521148071497,0.20572471627572608,0.2061747183654218,0.13028872715527975,0.20660336464649234,0.2063461673258508,0.20684116413935685,0.1321704241072208,0.2076114209891429,0.20727558795915285,0.20795769488737184,0.14109700181322132,0.20891720035806,0.2086953275135259,0.20908302919273627,0.1281551479718162,0.21098896207860213,0.2108006919343673,0.2111421729041095,0.12731222271139192
